	index	Rating	Founded	Competitors	Salary_NotHour	Employer_est.	AVG_Size	Python	R	AWS	Excel	SQL	AVG_Salary	Same_State	Descr._Length	analyst	data engineer	data scientist	director	manager	mle	na	na	research	junior	na	na	senior	Type_of_ownership	Industry	Sector	Revenue
390	525	3.9	1947	1	1	0	3000.5	1	0	1	1	1	71500.0	1.0	2332.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nonprofit Organization	Research & Development	Business Services	$500 million to $1 billion 
391	528	3.1	1875	0	1	0	7500.5	0	0	0	1	0	74000.0	1.0	6034.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
392	530	3.7	1922	0	1	0	10000.0	0	0	0	1	0	62500.0	0.0	4774.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
393	532	4.3	1958	1	1	0	3000.5	0	0	0	0	0	65500.0	1.0	2222.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nonprofit Organization	Research & Development	Business Services	$500 million to $1 billion 
394	533	3.6	1989	0	1	0	3000.5	1	0	1	1	1	161500.0	1.0	5121.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
395	534	2.1	2003	1	1	0	3000.5	0	0	0	1	1	72500.0	1.0	1359.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Other Organization	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
396	535	3.9	2008	0	1	0	125.5	1	0	1	1	0	139000.0	1.0	4915.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	$10 to $25 million 
397	537	3.9	2007	1	1	0	350.5	0	0	0	0	1	136500.0	1.0	3466.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$10 to $25 million 
398	538	3.8	2002	1	1	0	3000.5	1	0	0	0	0	74500.0	1.0	3172.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
399	539	3.1	1875	0	1	0	7500.5	0	0	0	1	0	80500.0	1.0	5749.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
400	540	3.5	1870	0	1	0	7500.5	1	0	0	1	0	75500.0	0.0	3543.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
401	541	4.7	2016	1	1	0	125.5	1	0	0	0	1	143500.0	1.0	5020.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
402	542	5.0	2014	0	1	0	125.5	1	0	0	0	1	101000.0	1.0	2711.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	$10 to $25 million 
403	543	3.6	1851	0	1	0	7500.5	1	0	0	1	0	92000.0	1.0	2929.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
404	544	3.8	1965	1	1	0	3000.5	1	0	0	0	0	76500.0	1.0	6411.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
405	545	4.7	2013	0	1	0	125.5	1	0	1	0	0	140500.0	1.0	4819.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $5 million 
406	546	3.6	1812	0	1	0	10000.0	0	0	0	1	1	116500.0	0.0	3948.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Investment Banking & Asset Management	Finance	$10+ billion 
407	548	4.7	1999	0	1	0	750.5	1	0	0	0	1	232500.0	1.0	3855.0	0	0	0	0	0	1	0	0	0	0	0	0	1	Subsidiary or Business Segment	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
408	549	3.5	2016	0	1	0	125.5	1	0	0	0	1	120500.0	1.0	2288.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
409	550	3.5	1969	1	1	0	3000.5	1	0	0	0	1	82000.0	0.0	4196.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
410	552	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3670.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
411	554	2.7	2007	0	1	0	10000.0	1	0	1	0	1	153000.0	0.0	6995.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	IT Services	Information Technology	Unknown / Non-Appli
412	555	3.4	2008	0	1	0	750.5	1	0	0	0	1	127000.0	1.0	3362.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	Unknown / Non-Appli
413	556	4.7	2010	0	1	0	125.5	1	0	0	1	1	85500.0	1.0	3740.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
414	557	2.8	1976	0	1	0	3000.5	1	0	0	1	1	76500.0	1.0	3000.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Wholesale	Business Services	$1 to $2 billion 
415	558	3.5	1992	1	1	0	3000.5	1	0	0	0	1	128000.0	0.0	4140.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	TV Broadcast & Cable Networks	Media	$500 million to $1 billion 
416	561	4.4	2013	0	1	0	350.5	0	0	0	0	0	134500.0	1.0	4438.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
417	562	3.3	2008	0	1	0	350.5	0	0	0	0	0	164500.0	1.0	1688.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
418	563	4.0	2002	0	1	0	125.5	0	0	0	1	0	93500.0	1.0	4637.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$5 to $10 million 
419	565	3.4	1991	0	1	0	350.5	0	0	0	0	0	44000.0	1.0	2290.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Telecommunications Manufacturing	Telecommunications	$50 to $100 million 
420	566	3.8	2010	1	1	0	750.5	0	0	1	0	0	149500.0	0.0	3297.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
421	567	3.5	2007	0	1	0	3000.5	0	0	1	1	1	65500.0	1.0	4582.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Research & Development	Business Services	Unknown / Non-Appli
422	568	4.4	2015	0	1	0	25.5	1	0	0	0	0	109000.0	0.0	2353.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
423	570	3.7	1988	1	1	0	3000.5	1	0	1	0	1	177000.0	1.0	3218.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Computer Hardware & Software	Information Technology	$50 to $100 million 
424	572	4.7	2010	0	1	0	350.5	1	0	0	1	1	107000.0	0.0	3703.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	$100 to $500 million 
425	573	4.1	2012	1	1	0	750.5	1	0	0	1	0	154500.0	1.0	4203.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
426	576	3.5	2017	0	1	0	3000.5	1	0	0	1	0	124500.0	1.0	3870.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	Unknown / Non-Appli
427	579	3.4	1969	0	1	0	10000.0	1	0	1	0	0	101500.0	1.0	2882.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
428	580	3.6	1935	1	1	0	10000.0	0	0	1	1	1	73000.0	0.0	6513.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Health Care Products Manufacturing	Manufacturing	$2 to $5 billion 
429	582	3.5	2016	1	1	0	10000.0	1	0	1	0	1	80500.0	0.0	6438.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Consulting	Business Services	$2 to $5 billion 
430	585	2.9	1998	1	1	0	125.5	1	0	0	0	1	114000.0	0.0	3333.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
431	587	4.8	2011	0	1	0	25.5	1	0	0	1	1	145500.0	0.0	2145.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
432	588	4.0	2007	1	1	0	350.5	0	0	0	1	0	87000.0	1.0	2496.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Lending	Finance	$100 to $500 million 
433	589	4.2	1885	0	1	0	350.5	0	0	0	1	1	100500.0	1.0	5013.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Banks & Credit Unions	Finance	$50 to $100 million 
434	590	3.8	1967	1	1	0	10000.0	1	0	0	1	1	147000.0	0.0	5478.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Enterprise Software & Network Solutions	Information Technology	$10+ billion 
435	591	3.7	1914	1	1	0	350.5	1	0	0	1	1	110500.0	1.0	1506.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$100 to $500 million 
436	594	3.9	1937	1	1	0	750.5	1	0	0	0	1	49000.0	1.0	3971.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Banks & Credit Unions	Finance	Unknown / Non-Appli
437	597	4.3	1999	1	1	0	3000.5	1	0	1	0	1	123500.0	1.0	4816.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Enterprise Software & Network Solutions	Information Technology	$500 million to $1 billion 
438	599	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3627.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
439	600	3.7	1989	1	1	0	750.5	0	0	0	1	1	71000.0	1.0	2632.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$100 to $500 million 
440	601	4.0	1939	0	1	0	10000.0	0	0	0	0	1	73000.0	0.0	2195.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
441	602	3.6	1851	0	1	0	7500.5	0	0	0	0	0	101000.0	1.0	4425.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
442	603	3.9	2007	1	1	0	350.5	1	0	0	0	1	181000.0	1.0	2015.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$10 to $25 million 
443	604	3.7	1939	0	1	0	10000.0	0	0	0	1	1	109500.0	0.0	4448.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
444	605	3.7	1958	1	1	0	10000.0	1	0	0	1	1	184500.0	0.0	7286.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	IT Services	Information Technology	$10+ billion 
445	606	3.9	2014	0	1	0	350.5	1	0	0	0	0	165000.0	1.0	4815.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
446	607	3.7	1928	1	1	0	10000.0	1	0	0	0	1	61000.0	1.0	5768.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	$5 to $10 billion 
447	608	4.1	2010	1	1	1	125.5	1	0	1	0	1	205000.0	1.0	4037.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$50 to $100 million 
448	609	3.1	2006	0	1	0	3000.5	1	0	0	1	1	59500.0	1.0	4348.0	1	0	0	0	0	0	0	1	0	0	0	1	0	School / School District	K-12 Education	Education	$100 to $500 million 
449	610	3.1	1875	0	1	0	7500.5	0	0	0	0	0	103500.0	0.0	5182.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
450	613	3.0	1981	1	1	0	10000.0	0	0	0	1	0	62500.0	0.0	3449.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	IT Services	Information Technology	$10+ billion 
451	614	3.6	1851	0	1	0	7500.5	0	0	0	1	0	63000.0	1.0	5647.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
452	616	3.6	1980	1	1	0	25.5	0	0	0	1	0	66000.0	1.0	2292.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	$10 to $25 million 
453	617	3.5	2013	0	1	0	750.5	1	0	1	1	1	94500.0	1.0	5743.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
454	619	4.2	2012	1	1	0	125.5	1	0	1	0	1	75500.0	1.0	4341.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Education Training Services	Education	Unknown / Non-Appli
455	622	4.0	1954	1	1	0	750.5	1	0	0	0	0	87000.0	1.0	3127.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$100 to $500 million 
456	623	3.9	1913	1	1	0	10000.0	1	0	0	1	0	140000.0	0.0	4572.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
457	624	3.7	2006	0	1	0	350.5	1	0	0	1	0	86000.0	0.0	6626.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
458	625	4.4	2012	0	1	0	25.5	1	0	0	0	1	116500.0	1.0	1211.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	Unknown / Non-Appli
459	627	3.5	2010	1	1	0	3000.5	1	0	0	1	0	154500.0	1.0	4517.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
460	629	3.7	1973	0	1	0	750.5	1	0	0	1	1	87000.0	0.0	2860.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Public	Stock Exchanges	Finance	$500 million to $1 billion 
461	630	3.6	1986	0	1	0	3000.5	0	0	0	1	1	48500.0	1.0	4608.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Gambling	Arts, Entertainment & Recreation	$100 to $500 million 
462	631	3.4	2002	1	1	0	750.5	1	0	0	1	1	80000.0	0.0	7802.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$1 to $2 billion 
463	632	4.0	1977	0	0	0	3000.5	0	0	1	0	0	44720.0	1.0	5160.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$50 to $100 million 
464	634	3.7	1939	0	1	0	10000.0	1	0	0	0	0	173000.0	0.0	5884.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
465	635	3.5	1997	1	1	0	750.5	1	0	0	0	0	68500.0	0.0	1230.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
466	636	4.4	2001	0	1	0	3000.5	0	0	0	0	0	172000.0	1.0	3222.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Investment Banking & Asset Management	Finance	Unknown / Non-Appli
467	637	3.3	1912	1	1	0	10000.0	1	0	0	0	0	114500.0	1.0	4244.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
468	638	3.9	1913	1	1	0	10000.0	0	0	0	0	0	95000.0	0.0	3110.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
469	639	3.2	1958	1	1	0	7500.5	1	0	0	1	1	69500.0	1.0	4478.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
470	640	3.2	2003	1	1	0	750.5	1	0	1	1	1	64500.0	1.0	2926.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Research & Development	Business Services	Unknown / Non-Appli
471	643	4.0	2007	1	1	0	750.5	1	0	0	1	1	97500.0	1.0	3431.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consumer Product Rental	Consumer Services	Unknown / Non-Appli
472	644	3.7	1781	1	1	0	10000.0	0	0	1	1	1	154500.0	0.0	6817.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
473	645	2.6	1984	0	1	0	750.5	0	0	0	0	0	124000.0	1.0	5379.0	0	0	0	0	0	1	0	0	0	0	0	0	1	College / University	Colleges & Universities	Education	Unknown / Non-Appli
474	646	3.4	2011	1	1	0	350.5	1	0	1	0	1	95000.0	0.0	3111.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
475	647	4.4	2008	0	1	0	350.5	1	0	1	1	1	128500.0	1.0	3160.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$50 to $100 million 
476	648	3.2	2006	1	1	0	750.5	0	0	1	1	0	194000.0	1.0	4847.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
477	651	3.5	2005	0	1	0	350.5	1	0	1	1	1	104500.0	1.0	4134.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Advertising & Marketing	Business Services	Unknown / Non-Appli
478	652	3.7	1966	0	0	0	750.5	0	0	0	0	0	65520.0	1.0	1945.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$100 to $500 million 
479	653	4.2	2008	0	1	0	350.5	1	0	0	1	1	85500.0	0.0	5192.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
480	655	3.1	1997	1	1	0	3000.5	1	0	1	1	1	113000.0	0.0	2421.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Video Games	Media	$10+ billion 
481	658	3.9	1830	1	1	0	10000.0	0	0	1	0	0	90500.0	0.0	5838.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
482	660	4.3	2008	1	1	0	125.5	1	0	0	1	0	153000.0	1.0	2095.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
483	661	3.3	1988	1	1	0	3000.5	0	0	0	1	1	123500.0	1.0	7383.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Consulting	Business Services	$2 to $5 billion 
484	662	3.9	2010	0	1	0	350.5	0	0	0	0	1	47000.0	1.0	2460.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$10 to $25 million 
485	663	3.5	1996	0	1	0	750.5	0	0	0	0	1	64000.0	1.0	3846.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
486	664	4.0	1982	1	1	0	10000.0	1	0	0	1	1	162000.0	1.0	3864.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Computer Hardware & Software	Information Technology	$5 to $10 billion 
487	665	3.9	1913	1	1	0	10000.0	1	0	0	0	0	137000.0	0.0	3169.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
488	666	3.0	1958	1	1	0	10000.0	1	0	0	0	1	98000.0	1.0	2133.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Gas Stations	Retail	$10+ billion 
489	668	3.7	1863	1	1	0	10000.0	1	0	0	1	1	115000.0	0.0	4734.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Insurance Agencies & Brokerages	Insurance	$10+ billion 
490	669	3.5	1870	0	1	0	7500.5	1	0	0	1	0	133500.0	0.0	3555.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
491	670	4.0	1915	0	1	0	750.5	1	0	1	0	1	99000.0	1.0	4701.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Insurance Carriers	Insurance	$500 million to $1 billion 
492	671	3.3	1964	0	1	0	750.5	0	0	0	0	0	54000.0	1.0	2832.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Food & Beverage Manufacturing	Manufacturing	Unknown / Non-Appli
493	672	3.2	2004	0	1	0	3000.5	0	0	1	1	0	109000.0	0.0	1793.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
494	673	3.4	1999	0	1	0	350.5	0	0	1	0	0	109000.0	0.0	3677.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
495	674	4.4	1984	0	1	0	3000.5	1	0	0	0	1	139500.0	1.0	2518.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
496	675	3.3	1912	1	1	0	10000.0	1	0	0	0	0	254000.0	0.0	4471.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
497	676	3.2	1975	1	1	0	3000.5	1	0	1	1	1	125000.0	1.0	3516.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
498	678	3.8	1996	0	1	0	10000.0	1	0	0	0	1	106500.0	0.0	4033.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
499	679	2.9	2012	1	1	0	350.5	0	0	0	0	0	73000.0	1.0	3725.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
500	681	2.7	1961	0	1	0	350.5	0	0	0	1	0	81000.0	1.0	3776.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
501	682	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2801.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
502	683	3.1	1875	0	1	0	7500.5	0	0	0	1	0	99500.0	1.0	7121.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
503	685	3.3	1989	0	1	0	750.5	0	0	0	0	0	45500.0	1.0	2867.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
504	687	3.7	1852	0	1	0	7500.5	0	0	0	0	1	54000.0	1.0	3783.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
505	688	4.5	1996	0	1	0	125.5	1	0	1	0	1	122500.0	1.0	2311.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$25 to $50 million 
506	689	3.0	1977	1	1	0	3000.5	0	0	0	1	1	37500.0	1.0	6175.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
507	690	3.8	2002	1	1	0	3000.5	1	0	0	1	1	53500.0	1.0	2479.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
508	691	3.9	1968	0	1	0	7500.5	1	0	0	1	1	140000.0	1.0	5338.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Analytics & Research	Finance	$1 to $2 billion 
509	692	3.2	1958	1	1	0	7500.5	0	0	0	0	0	77500.0	0.0	3243.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
510	694	3.3	1976	0	0	1	25.5	0	0	0	1	0	55120.0	1.0	1848.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Construction	Construction, Repair & Maintenance	Unknown / Non-Appli
511	695	3.1	1875	0	1	0	7500.5	0	0	0	1	0	117500.0	1.0	7361.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
512	696	2.4	2006	0	1	0	750.5	0	0	0	0	0	70500.0	1.0	3374.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
513	697	2.9	2015	0	1	0	3000.5	0	0	0	1	0	70000.0	0.0	4707.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
514	698	4.8	2011	0	1	0	125.5	0	0	0	1	1	61500.0	1.0	3693.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$25 to $50 million 
515	699	2.9	2015	0	1	0	3000.5	0	0	0	1	0	80000.0	0.0	4613.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
516	700	4.7	2003	0	1	0	125.5	1	0	0	1	1	79500.0	1.0	3081.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$25 to $50 million 
517	701	4.7	2014	0	1	0	750.5	1	0	0	1	1	168000.0	1.0	3939.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$100 to $500 million 
518	702	3.4	1988	0	1	0	3000.5	0	0	0	1	1	90000.0	1.0	2752.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$100 to $500 million 
519	704	3.9	2008	0	1	0	125.5	1	0	0	0	1	138500.0	1.0	5717.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
